designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
Gaia DR3 6730683828426890240,6730683828426890240,284.1799005,-38.01872571,0.8093565151,-6.035933573,-5.465677388,1.0297421,19.621141,2.211773,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730683832709287680,6730683832709287680,284.1801736,-38.02049467,2.088868764,-2.569262024,-24.66125867,0.9719237,19.043585,2.7857742,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560240741987968,6730560240741987968,280.9509522,-36.68912451,-0.9761000716,-0.6247943458,-10.01959036,1.0082716,20.326155,0.89177704,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560240741995264,6730560240741995264,280.9485482,-36.69219636,,,,,20.985792,1.6721439,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560240741995648,6730560240741995648,280.9382154,-36.6883918,0.7784761683,-1.222823327,-10.29216706,0.94539434,20.50351,0.75275993,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560240741997568,6730560240741997568,280.9429797,-36.69160251,2.276880737,-5.616186635,-0.6746873946,0.92974067,20.67329,1.3712025,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560240742004096,6730560240742004096,280.9447418,-36.69625961,,,,,20.839022,0.43936157,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560240742995328,6730560240742995328,280.9433071,-36.68404304,-3.600831765,-6.669298493,-2.749416789,1.1128821,20.761547,1.2768497,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560240742996224,6730560240742996224,280.9427591,-36.68732929,,,,,20.787022,1.7009411,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560240742999680,6730560240742999680,280.944448,-36.6976404,,,,,20.761793,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560240745846144,6730560240745846144,280.9502254,-36.68866388,0.6290308549,3.515768509,-13.76444255,0.9983963,18.94599,2.1422768,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3522.0603,4.9121,-0.6544,601.4656,0.1449,0.0996,0.0568
Gaia DR3 6730560240745847168,6730560240745847168,280.9446802,-36.69253455,0.281676336,-6.281103967,-0.3899010461,1.0347253,15.381082,1.1892996,,NOT_AVAILABLE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5312.228,3.445,-0.0395,3695.5974,0.6089,0.4885,0.2608
Gaia DR3 6730560240745850752,6730560240745850752,280.9385922,-36.69179631,0.2764587417,-1.797624078,-2.564624649,1.0054544,16.944132,0.96105194,,NOT_AVAILABLE,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5209.0522,4.7024,-0.8883,1345.1984,0.0118,0.0096,0.0052
Gaia DR3 6730560240745852800,6730560240745852800,280.9349825,-36.69248644,0.07508374296,-1.531687619,-2.624688846,1.0016454,16.084473,1.2185802,,NOT_AVAILABLE,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5157.988,3.7583,-0.1803,2555.962,0.5579,0.4447,0.2379
Gaia DR3 6730560240745853568,6730560240745853568,280.9353866,-36.690838,-0.1758116738,-1.155471844,-3.265903946,0.9505779,20.163357,0.8983383,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560240745853952,6730560240745853952,280.9407333,-36.68525409,0.8456618954,1.177164695,-0.4633388379,1.0613235,15.875761,1.2070742,,NOT_AVAILABLE,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4801.073,4.3964,-0.4315,1030.0519,0.1787,0.1409,0.0752
Gaia DR3 6730560240745854464,6730560240745854464,280.9370409,-36.6880499,,,,,18.64087,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447712594508672,6730447712594508672,280.3318064,-37.0077885,0.6108143345,-23.01978234,-16.44469646,1.065432,20.470743,1.9362679,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730683832709294464,6730683832709294464,284.1848878,-38.01106746,0.6396476696,-7.4411325,-3.766507198,1.0594597,19.594482,0.9713001,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730683832709297536,6730683832709297536,284.1827895,-38.01016621,-0.302763683,-1.996906108,-8.286878285,0.95339894,19.939396,0.80519295,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730683832711463680,6730683832711463680,284.1900753,-38.02077977,-0.6409978657,3.968864555,-2.753552791,0.8999406,20.443533,1.4558182,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730683832711481216,6730683832711481216,284.18472,-38.01508224,1.169265615,1.515757082,-9.654338327,1.0547327,20.65248,0.790823,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730683832716016640,6730683832716016640,284.1795397,-38.01729635,0.1311126791,0.8563585584,-5.615281339,1.0484378,17.307663,0.9652729,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5136.0415,4.6552,-1.5209,1552.3358,0.0052,0.0042,0.0023
Gaia DR3 6730683832716018688,6730683832716018688,284.1828554,-38.00936059,1.172543349,2.702408512,-0.01348272753,0.983113,17.16981,1.7068996,,NOT_AVAILABLE,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4367.173,4.6338,0.048,820.6556,0.5954,0.4372,0.2329
Gaia DR3 6730683832716020096,6730683832716020096,284.179239,-38.01093517,0.05667030208,-2.468032024,-1.34813465,3.7520306,14.61002,1.2218761,-20.232286,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,
Gaia DR3 6730683832716020224,6730683832716020224,284.1801815,-38.00984593,0.5688461089,-0.5752511591,-4.95521942,0.9553239,17.098381,1.0739021,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4971.3086,4.6991,-0.7498,1276.6398,0.0508,0.0407,0.0218
Gaia DR3 6730683832716020864,6730683832716020864,284.1818076,-38.00627273,0.6079499855,1.02526566,-3.593292708,1.0035628,18.338703,1.8538876,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3662.995,4.443,-0.982,977.6832,0.0117,0.0083,0.0045
Gaia DR3 6730683862774907392,6730683862774907392,284.1606392,-38.02544976,0.009095059412,-4.294457451,-6.388070596,1.0334774,18.7767,1.0282116,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4999.444,4.7966,-1.6708,2403.422,0.0031,0.0025,0.0014
Gaia DR3 6730683862774967168,6730683862774967168,284.1640707,-38.01350816,0.7204269238,1.275222847,-9.85345816,0.9873539,19.79434,0.9629898,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730683862774971136,6730683862774971136,284.1554585,-38.01235158,-0.001301402621,-0.06529245795,-10.05479651,0.99419314,19.45079,0.89686966,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730683862774999680,6730683862774999680,284.1608681,-38.00642309,0.137973434,-3.915781293,-2.971937733,0.94756913,18.789003,0.88321686,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5376.442,4.7689,-1.7974,3107.338,0.0048,0.0039,0.0021
Gaia DR3 6730683862778751104,6730683862778751104,284.1701934,-38.01499421,0.5707628518,-4.982340666,-14.26064622,0.99928004,20.20097,1.5119762,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730905109424750080,6730905109424750080,284.9011198,-36.63577857,0.122058986,1.085151626,-2.508704314,1.2432117,13.827322,1.2825756,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5382.706,2.5549,-0.3352,6125.107,0.9232,0.736,0.3957
Gaia DR3 6730905109424750336,6730905109424750336,284.9044112,-36.63376041,-0.09125923843,0.7433506355,-2.603891727,1.1589762,16.965866,0.9732857,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,
Gaia DR3 6730905109424750464,6730905109424750464,284.9018792,-36.63642464,,,,,17.72919,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730905109424750976,6730905109424750976,284.9027532,-36.63639226,-0.7378184847,1.169490393,-3.077101744,1.9259208,18.14931,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730905109424751104,6730905109424751104,284.905035,-36.63407523,,,,,18.993757,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730905109424751360,6730905109424751360,284.9055692,-36.63381027,0.2794656729,1.122570837,-2.290438002,1.10144,18.333126,0.75808716,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730905109424751488,6730905109424751488,284.9039128,-36.63567291,,,,,18.714888,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730905109424751616,6730905109424751616,284.9044957,-36.63516427,,,,,18.591911,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730905109424756608,6730905109424756608,284.9073975,-36.62984998,0.03577188753,0.7853792035,-2.6018384,1.030156,18.81449,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730905109424756992,6730905109424756992,284.9071853,-36.62915938,,,,,18.290352,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730905109424757248,6730905109424757248,284.9078884,-36.62937485,0.4860037402,1.177277526,-3.620148933,1.9169651,18.487076,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730905109424757632,6730905109424757632,284.909062,-36.62891196,-0.4360519336,4.617148417,-2.065588754,2.0178828,18.34672,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730905109424757760,6730905109424757760,284.9100673,-36.6293297,,,,,18.531662,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730905109424760192,6730905109424760192,284.9024003,-36.63701441,,,,,19.171757,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730905109424767488,6730905109424767488,284.9108902,-36.62659795,,,,,18.641495,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730905109424767616,6730905109424767616,284.9110929,-36.62645443,,,,,19.152344,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730905109424768128,6730905109424768128,284.9106524,-36.62707891,1.331313864,-0.5339456433,-1.793639376,1.2304871,18.546444,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730905109424768256,6730905109424768256,284.9103403,-36.62783845,0.9575744888,3.64219889,-4.508252093,3.5996475,17.96093,0.6600113,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,
Gaia DR3 6730905109424768384,6730905109424768384,284.9115513,-36.62696374,0.372579409,0.3255798284,-2.59362402,1.134702,18.205873,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560270797884032,6730560270797884032,280.9589321,-36.6837573,1.68071006,-0.6012663126,-15.74782257,0.9946871,13.647236,1.0149145,0.3542075,NOT_AVAILABLE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,5266.3325,4.345,0.1708,582.7019,0.1179,0.0956,0.0505
Gaia DR3 6730560270797884288,6730560270797884288,280.9544087,-36.68269841,0.6671613699,5.849178689,-6.641291303,0.97546875,15.5657625,0.92752266,,NOT_AVAILABLE,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5667.254,4.4258,-0.2558,1202.731,0.2661,0.221,0.1188
Gaia DR3 6730560270797888512,6730560270797888512,280.9509501,-36.67523497,0.1411862482,-2.400176335,-6.256594558,0.9760408,17.103615,0.949625,,NOT_AVAILABLE,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5260.9604,4.6514,-0.8235,1582.8752,0.0124,0.0101,0.0054
Gaia DR3 6730560270798205312,6730560270798205312,280.9508521,-36.68391165,0.2903576096,-0.5804012749,-3.19951278,0.94497925,17.920588,0.90467834,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5332.6143,4.7506,-1.4956,2072.9492,0.007,0.0057,0.0031
Gaia DR3 6730560270798205696,6730560270798205696,280.9492743,-36.68317458,0.003414687101,-1.303791615,-0.6072438778,1.049544,18.899515,1.4471035,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4266.0845,5.0158,-1.7608,1043.7625,0.009,0.0068,0.0036
Gaia DR3 6730560270798207232,6730560270798207232,280.9471261,-36.68122639,-0.1250751255,6.061880396,-9.609316715,0.9621992,19.112316,1.2516632,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560270798208256,6730560270798208256,280.9626526,-36.68017615,0.1210067652,-1.660668763,-6.39335185,1.0684181,18.536276,0.519186,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6782.33,4.5901,-1.7764,6401.3496,0.0085,0.0075,0.0041
Gaia DR3 6730560270798214656,6730560270798214656,280.9570854,-36.6713381,0.5037454967,3.153802438,-8.659413403,1.0478672,17.468441,1.5313568,,NOT_AVAILABLE,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4459.259,4.6079,0.157,1163.5068,0.3078,0.2303,0.1215
Gaia DR3 6730560270798493696,6730560270798493696,280.9511138,-36.68706817,2.14965265,16.8913533,-19.71527589,0.95220697,18.787058,2.8942432,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3345.7737,4.4856,-0.4141,551.8894,1.0901,0.693,0.4534
Gaia DR3 6730560270806308224,6730560270806308224,280.952742,-36.67704222,0.776892045,-2.723082317,0.6543539295,1.0017765,19.388716,0.9602032,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560270806318464,6730560270806318464,280.9572878,-36.6817397,0.5466512524,2.409193622,-0.9214128525,1.0154335,18.87798,0.95733833,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5103.713,4.7951,-1.6864,2694.6562,0.0026,0.0021,0.0011
Gaia DR3 6730560270806325760,6730560270806325760,280.9611582,-36.67978753,0.4735001815,-1.586117305,-4.79646491,0.96628237,19.715517,0.58050156,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560270807978880,6730560270807978880,280.9520348,-36.68813183,-0.292731816,-4.502577813,-3.489263564,1.0464426,19.034908,0.8584957,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560275090065024,6730560275090065024,280.9571966,-36.68588703,-0.6942752677,-0.1289273217,-6.527434944,0.8856167,19.599747,1.2667923,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447678243801216,6730447678243801216,280.3270879,-37.01388974,0.4473734921,3.548474688,3.781595428,0.9478949,19.238523,2.4821453,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447678243845632,6730447678243845632,280.3292366,-37.01071434,0.328372855,4.731154392,-2.8211715,0.9287366,20.65176,2.1024685,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447708295183872,6730447708295183872,280.3346314,-37.00789034,1.264631805,-3.332639371,10.15930295,2.7220843,16.979338,1.6932001,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4756.877,4.5495,-1.5278,600.619,2.047,1.5215,0.837
Gaia DR3 6730447708296589312,6730447708296589312,280.3364228,-37.01261011,0.3554695589,3.149004363,-7.557646463,1.0561876,18.057785,1.1849289,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4662.3086,4.8004,-1.1973,1415.0308,0.0089,0.007,0.0037
Gaia DR3 6730447708296604288,6730447708296604288,280.3378207,-37.00745222,-0.1301794419,-2.04638822,-7.985263032,1.0196426,18.862883,0.84895134,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5298.702,4.7948,-2.8383,2902.928,0.0034,0.0028,0.0015
Gaia DR3 6730447708296612096,6730447708296612096,280.3352119,-37.00487844,-0.06768104281,-1.96544095,-6.128998102,1.0042105,19.055353,0.8863144,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447708296613120,6730447708296613120,280.3323887,-37.00391409,0.2585723591,-1.191192556,-4.715845036,1.0405834,19.051207,0.7968292,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447708296628992,6730447708296628992,280.3424715,-36.99822474,-0.1516290978,-3.639425646,-3.317484049,0.9572976,19.176704,0.95014954,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447708296633984,6730447708296633984,280.3390768,-36.99651358,0.280573368,-1.899818722,-3.099711699,0.93146855,18.884066,0.9053955,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5249.5244,4.7723,-1.4573,3073.7532,0.0037,0.003,0.0016
Gaia DR3 6730447708307613440,6730447708307613440,280.3362707,-37.00468445,-0.112065804,-3.82114298,-2.792883213,1.0389977,20.106352,0.8606949,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447708307692288,6730447708307692288,280.3462559,-37.00750036,0.220143926,-1.871447166,-4.037145038,1.1199081,19.399408,0.95485306,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447708310750848,6730447708310750848,280.3379308,-37.01351109,0.3358071589,-4.376201529,-6.032346286,1.1008172,16.28289,1.1530399,,NOT_AVAILABLE,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4767.6978,4.2571,-1.8333,1251.0737,0.021,0.0167,0.0091
Gaia DR3 6730447712589325696,6730447712589325696,280.3379821,-37.01299944,1.158897746,2.086795291,-0.4659784063,0.9678094,18.706345,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447712589331456,6730447712589331456,280.339132,-37.00480671,0.001021304222,-4.458934611,-4.552526856,1.0629468,19.800966,1.0148754,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447712589334016,6730447712589334016,280.3415243,-36.99886451,-0.208964437,-10.78890503,-10.72810974,0.9036071,19.584948,1.2169552,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730276772893445504,6730276772893445504,282.2549974,-36.91492817,,,,,20.542608,1.7318192,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730276772893448192,6730276772893448192,282.2508682,-36.91684501,2.459716014,-10.28539723,5.770171734,0.955499,20.572445,2.0464134,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730276772893452544,6730276772893452544,282.2539743,-36.91175288,0.04826015081,-0.8739572705,-4.006671063,1.0950487,19.98932,0.9357014,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730276772893456512,6730276772893456512,282.255727,-36.90754167,0.1482598165,-0.7641305426,-3.596733828,0.97594357,19.90793,1.0271149,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730683897134780032,6730683897134780032,284.1767142,-37.99816044,0.07306971867,1.246214829,-5.996896835,1.1303512,18.11765,1.1213207,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4774.222,4.8198,-1.7446,1429.1394,0.003,0.0024,0.0013
Gaia DR3 6730683897137526784,6730683897137526784,284.1812053,-38.0054119,-0.7847162477,-0.8825974048,-4.389597178,0.96639186,20.341562,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730683897137530368,6730683897137530368,284.1699055,-37.99801008,-0.2644003895,-8.267893945,-0.5080198099,1.0290302,20.508692,0.6408138,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730276772893463680,6730276772893463680,282.2532331,-36.90441564,1.000818614,-2.732401201,-7.23940854,0.9749091,20.534225,0.65711975,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730683901428783744,6730683901428783744,284.1808899,-38.00484416,0.6109609012,-7.740912752,-2.505347355,0.9379123,19.806284,1.0926476,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730683901428793728,6730683901428793728,284.170295,-38.00600294,0.947605157,-1.322041104,-4.646660741,1.0241317,19.87953,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730683901428794112,6730683901428794112,284.1720919,-38.00337137,1.610938441,0.1476639078,-5.605095846,1.0696441,20.477428,1.046854,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730683901428800640,6730683901428800640,284.1661058,-38.00287135,-0.4185341385,-4.700261795,-3.64164748,0.9889378,19.303997,1.0247593,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730276772893467008,6730276772893467008,282.2478279,-36.90693506,1.306825966,-3.897065142,1.470491249,0.9399315,20.179317,1.3449116,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730683901430978560,6730683901430978560,284.173572,-38.01164204,-0.1945793537,-0.7219608036,-4.64544257,1.0052824,20.615938,1.2116508,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560305157944832,6730560305157944832,280.9378891,-36.68171462,0.1242911779,2.948834307,-2.358808965,1.067615,18.348965,0.9160538,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5331.5483,4.7476,-1.3806,2573.5337,0.003,0.0024,0.0013
Gaia DR3 6730683901430980864,6730683901430980864,284.1785057,-38.00611194,,,,,20.705534,0.5814953,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730683867069051392,6730683867069051392,284.1625005,-38.01744715,0.0195081839,-3.602950748,-3.816473021,1.0772768,19.336863,0.9761429,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730683867071251840,6730683867071251840,284.155655,-38.0203481,1.230328917,-1.145721919,-10.05450221,0.922955,20.601957,0.9179535,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730683867071254272,6730683867071254272,284.1642511,-38.01166657,-0.4888699519,0.8546347821,-6.56737122,0.9426046,20.805082,0.6699867,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730683867071256576,6730683867071256576,284.1656836,-38.00911097,,,,,21.052395,-0.036382675,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730683867071265792,6730683867071265792,284.1614328,-38.00779654,,,,,20.621119,2.0052338,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730683867075760256,6730683867075760256,284.1650217,-38.02220365,0.5890907435,5.263545508,-2.85027423,1.0534642,16.189787,1.0002823,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5424.289,4.5918,-0.5834,1151.6848,0.223,0.1827,0.098
