designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
Gaia DR3 6730684073235279104,6730684073235279104,284.2379148,-38.00138907,0.3118943376,1.390299057,0.368802295,0.9399671,13.098544,1.2323055,-9.434903,NOT_AVAILABLE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,5358.606,3.0005,-0.0383,2572.3118,0.7212,0.5764,0.307
Gaia DR3 6730684073235279616,6730684073235279616,284.2340816,-37.99952316,0.1153077914,-2.976656761,-4.684147032,0.90787077,14.492793,1.4671974,52.51397,NOT_AVAILABLE,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,
Gaia DR3 6730684103293203712,6730684103293203712,284.2515707,-38.00115718,0.5295538204,-2.645890633,-4.001297129,1.0039538,19.46982,1.3472118,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730684103293209728,6730684103293209728,284.2478405,-37.99989537,0.2959385891,4.248354232,-4.464579958,0.91606003,18.508116,0.6516781,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6067.31,4.6955,-1.5827,4179.5615,0.0038,0.0033,0.0018
Gaia DR3 6730684103293209856,6730684103293209856,284.246212,-37.99976466,0.01430863976,3.29293868,-3.183882316,0.9405108,18.63959,1.1288357,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4784.5547,4.8182,-1.343,1979.4055,0.0049,0.0039,0.0021
Gaia DR3 6730684103293220864,6730684103293220864,284.2500201,-37.99762951,0.5239052125,-5.539747982,-4.485048829,0.93394065,19.90222,2.151516,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730684103293241088,6730684103293241088,284.2540619,-37.99356519,-0.2244854122,1.329147617,1.425507679,0.9888767,19.119831,1.2490101,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730684107589326464,6730684107589326464,284.2522085,-37.99259516,0.06325641755,-8.717602173,-23.60182713,1.0407813,20.619297,2.3370056,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730684107589333376,6730684107589333376,284.2474058,-37.99277882,,,,,20.970346,1.2451859,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730684107589341312,6730684107589341312,284.2421075,-37.99285159,1.020513498,-4.021729898,-9.76214665,1.0867169,20.799961,0.6064606,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730684107589342976,6730684107589342976,284.2507102,-37.98508427,,,,,20.435492,1.6695766,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730684107589344640,6730684107589344640,284.239553,-37.9932746,0.2266739701,-8.618840094,-5.039221996,1.0841333,20.219666,0.93263054,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447845735649024,6730447845735649024,280.3563512,-36.97801457,-0.1053928013,2.549877721,-3.770431738,1.0328461,19.289865,0.7268982,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447845736619648,6730447845736619648,280.3571213,-36.98820861,0.7372270206,2.445009671,-4.923567489,1.1091031,19.0205,2.4360104,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447845737222656,6730447845737222656,280.3583931,-36.98741023,0.3396753477,-3.591335829,-4.541715971,0.9722319,18.784708,0.77028656,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5656.2944,4.7375,-1.5204,3770.6172,0.0032,0.0027,0.0015
Gaia DR3 6730447845737222784,6730447845737222784,280.3540553,-36.98227812,0.3469810253,-2.011141241,-6.807426564,1.0633216,18.596268,0.86746407,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5415.7134,4.7751,-2.2738,2823.139,0.0046,0.0038,0.0021
Gaia DR3 6730447845746739584,6730447845746739584,280.3583571,-36.98959985,0.6563380261,2.057793085,-3.367453641,1.0135717,16.738174,1.0510654,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4974.9697,4.6171,-0.9092,1185.1691,0.0258,0.0207,0.0111
Gaia DR3 6730447845749768960,6730447845749768960,280.354946,-36.97738877,0.2379110136,-3.738641087,-2.584027683,1.0362824,19.155518,1.4095898,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447850028277504,6730447850028277504,280.363485,-36.98976227,,,,,20.022799,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447850028280448,6730447850028280448,280.3586908,-36.99013178,-0.3291143041,-5.546068605,-4.003676079,1.0672741,19.026108,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447850028285440,6730447850028285440,280.3652404,-36.97864989,0.1237815978,-3.593916128,-3.812500645,0.9869191,19.65737,1.0765858,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447850028285568,6730447850028285568,280.3621966,-36.98085429,-0.5385180313,2.268558958,-2.838189582,0.9717307,19.9849,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447850028286080,6730447850028286080,280.3560372,-36.98717526,0.6640667353,2.197641882,-5.582946019,0.9729945,19.493885,2.527731,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447850028287104,6730447850028287104,280.3583594,-36.98333572,0.2244358399,0.4045730534,-4.130856951,1.0378131,19.25958,1.3079872,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447850028287360,6730447850028287360,280.3625041,-36.97847043,-0.690369194,5.259548519,-5.291423048,1.0094107,19.480547,1.1896534,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447850028292096,6730447850028292096,280.3572035,-36.97825043,0.1031410805,-1.556536158,-2.680343612,0.99380726,18.892353,1.0257263,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5134.998,4.7945,-1.6759,2762.2634,0.0035,0.0028,0.0015
Gaia DR3 6730447850028294912,6730447850028294912,280.3568998,-36.97527882,-0.2767837667,-4.923244309,-7.347740855,0.95135295,20.376158,1.1027546,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560412529124224,6730560412529124224,280.8684854,-36.72361133,0.3072608152,-1.768722809,-4.226710958,1.0288379,19.366755,0.9310684,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560412529125632,6730560412529125632,280.8702603,-36.72099524,-0.1820306418,6.355796234,-2.479741933,1.0258555,19.896582,0.79756546,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560412529128064,6730560412529128064,280.8704278,-36.71977324,0.7254621789,-4.942098129,-2.66193337,0.94999826,19.641766,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560412529128192,6730560412529128192,280.8656927,-36.72426653,-0.1271476596,-4.91147374,1.640772329,1.002973,19.915243,1.6377888,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560412529132032,6730560412529132032,280.8664363,-36.72218875,-0.2950592224,9.546055125,-4.470850153,1.0173486,20.135382,1.4902916,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560412529141504,6730560412529141504,280.8574067,-36.72715508,0.2164017652,-2.843315875,-6.593683475,0.98659134,20.262783,0.67250824,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560412529148288,6730560412529148288,280.8642364,-36.71826022,-0.1587546888,-4.074962669,-1.739763236,1.0209105,19.92165,1.0901165,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560412529153024,6730560412529153024,280.8656832,-36.71407625,0.6769701336,-0.3062680913,-6.95914135,1.0502312,19.824472,0.9138279,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560412531143040,6730560412531143040,280.8631014,-36.71987962,-0.3589356276,-5.034790673,-4.505835966,0.95352477,19.76908,1.8206501,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560412534971264,6730560412534971264,280.8676726,-36.71778726,0.1248748823,-3.205551659,-3.187258129,1.164638,20.352787,0.8844795,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560412539649792,6730560412539649792,280.8730647,-36.72738457,1.287271014,-3.382632993,1.804400374,0.94882226,20.35157,2.2725887,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560412540788480,6730560412540788480,280.8671953,-36.72030278,-1.158409631,0.1331109966,-3.411616963,1.0108559,20.665577,2.0253525,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560412540788864,6730560412540788864,280.8628462,-36.71900565,1.229718666,-5.847239396,-5.921928491,1.0621849,20.732275,0.84677505,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560412540799488,6730560412540799488,280.8651195,-36.72550759,,,,,20.82274,0.8743515,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560412540804480,6730560412540804480,280.8646595,-36.72936134,0.285366001,5.201552497,-4.121225582,1.2459985,20.903065,0.8680897,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560412540812416,6730560412540812416,280.8652902,-36.73300158,0.6633739435,-4.692286935,-4.647361417,1.0308408,20.465155,0.7359829,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730905109432262912,6730905109432262912,284.9099018,-36.63030118,,,,,19.47202,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730905109432263168,6730905109432263168,284.9055037,-36.63006401,0.1401452449,2.199063019,-3.365028554,2.4815109,16.41051,1.0487003,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,
Gaia DR3 6730905109432263424,6730905109432263424,284.9045679,-36.63454794,,,,,18.794994,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730905109432265600,6730905109432265600,284.9085858,-36.6293581,0.979845289,1.570923454,-2.03606224,1.4181367,18.207409,0.90010834,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,
Gaia DR3 6730905109432268416,6730905109432268416,284.9016983,-36.63421003,1.178221818,0.2345986697,-0.5137684538,3.9051864,17.072887,0.98708534,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,
Gaia DR3 6730905109432269312,6730905109432269312,284.9103371,-36.62522822,1.619319734,-0.6815936301,-0.7550670397,1.4100592,18.300306,0.86875343,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730905109432269440,6730905109432269440,284.9117696,-36.62505119,0.5022924383,2.789997411,-2.672344406,3.3972282,18.29621,0.7904186,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730905109432270592,6730905109432270592,284.906103,-36.62527008,,,,,18.783195,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730905109432270720,6730905109432270720,284.9075509,-36.62784295,-0.0472148094,0.774672247,-3.449115726,2.5171509,16.590816,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,
Gaia DR3 6730905109432271104,6730905109432271104,284.9095172,-36.62793831,,,,,19.098185,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730905109432271232,6730905109432271232,284.9059503,-36.62817272,-1.026058787,1.90761522,-3.55023991,1.9008551,17.841257,1.0153856,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,
Gaia DR3 6730905109432273024,6730905109432273024,284.9037368,-36.63291496,,,,,18.051054,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730905109432274944,6730905109432274944,284.903085,-36.63136529,,,,,19.166496,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730905109432363904,6730905109432363904,284.8992166,-36.63374083,0.9719842519,1.054641103,-1.96455189,6.967362,15.240716,0.86046696,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,
Gaia DR3 6730905109432364288,6730905109432364288,284.8984489,-36.63241154,,,,,17.81006,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730905109432366080,6730905109432366080,284.9021098,-36.63173188,,,,,18.137068,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730905109432367616,6730905109432367616,284.9072095,-36.62420331,-0.02653751455,1.927545992,0.5717991289,1.2500551,18.906311,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730905109432368384,6730905109432368384,284.9026833,-36.62816999,0.2048911561,0.2477986657,-2.059511761,3.692959,15.973335,1.0873022,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,
Gaia DR3 6730684107593893504,6730684107593893504,284.2494332,-38.00281258,0.391926385,10.06743195,-15.39421687,1.0656143,19.786787,1.9186802,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730684107593893632,6730684107593893632,284.2562564,-37.99567815,-0.1905793266,-2.956713522,-5.347770604,1.1112628,19.88476,0.81941223,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730684107593894656,6730684107593894656,284.2548354,-37.99555249,-0.3508795168,-1.784641831,-4.523521511,0.90711915,18.824705,0.83119583,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5589.9375,4.7589,-2.3719,3479.4824,0.0034,0.0029,0.0016
Gaia DR3 6730684137652933504,6730684137652933504,284.2264872,-38.00273713,0.3106101132,-2.748754165,-5.732642983,0.9481296,18.462214,1.1566334,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4713.8433,4.8567,-1.5964,1572.0486,0.0059,0.0046,0.0025
Gaia DR3 6730684137652971264,6730684137652971264,284.231353,-37.99451483,0.004905633143,-0.5417674655,-5.857876787,1.0642955,19.808485,1.3591042,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730684137652974976,6730684137652974976,284.217927,-37.99383508,0.6436151477,2.801850867,2.056661276,1.0252221,19.263279,1.0204144,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730684137652985600,6730684137652985600,284.236339,-37.99186672,0.2818246034,-4.542041194,-5.927648028,1.0032957,19.126038,0.85816,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730684137653017728,6730684137653017728,284.2209325,-37.9920202,0.2315638907,2.056391123,-4.536380375,0.92313635,18.1888,0.8657074,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5401.5386,4.7611,-1.7208,2400.0889,0.0029,0.0024,0.0013
Gaia DR3 6730684137653017856,6730684137653017856,284.2282685,-37.98775366,-0.02746120576,-3.340675379,-3.043515048,0.93490005,18.745707,1.0785446,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4986.205,4.7957,-1.4629,2366.076,0.0037,0.003,0.0016
Gaia DR3 6730684137655698816,6730684137655698816,284.2283855,-37.99773183,0.4362345041,-1.93405404,-3.187533813,0.9652314,20.117603,1.011364,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730684137656161664,6730684137656161664,284.2232537,-37.99186866,,,,,21.839275,1.949482,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730684141946912768,6730684141946912768,284.2269924,-37.98928406,0.3696601811,4.597305139,-4.970596784,1.051564,17.535873,1.1607056,,NOT_AVAILABLE,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4806.6455,4.6641,-0.3396,1552.5685,0.0037,0.0029,0.0015
Gaia DR3 6730684141946921344,6730684141946921344,284.2234448,-37.98586516,0.4087669751,-0.3292325009,-5.29840272,1.0183955,19.31328,0.941164,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730684141949084672,6730684141949084672,284.2264707,-38.00333289,,,,,20.776787,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730684141949087104,6730684141949087104,284.2320639,-37.99755639,0.8309324629,2.318314906,-8.089710542,0.9978543,20.231518,1.3294811,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447850028295808,6730447850028295808,280.3589526,-36.97187644,-0.7374323307,-5.319809612,-9.024452703,0.9881025,19.929308,0.8336735,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447850032097280,6730447850032097280,280.3625246,-36.97942039,0.6054845515,-0.6094513033,-2.427192233,0.9439791,20.26982,1.2684307,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447850032102784,6730447850032102784,280.3504315,-36.98209327,-0.6127053457,-7.565905378,-4.4485537,0.99906766,20.19127,1.0135002,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447850033443712,6730447850033443712,280.3574963,-36.98413839,0.1882584821,-4.522104248,-5.330271986,1.1527207,20.18141,0.76301384,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447850033444608,6730447850033444608,280.3517605,-36.98420084,-0.01540876765,0.2694164342,-5.828829414,1.0718441,20.217321,1.2038307,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447850036035328,6730447850036035328,280.3575342,-36.97767517,,,,,20.93877,0.6598053,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447850036040704,6730447850036040704,280.3620149,-36.98141442,,,,,20.759186,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447850040930560,6730447850040930560,280.3632025,-36.98978615,0.1687623197,-1.253731653,-5.433225808,0.96840245,18.5305,1.2332916,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730447850040932736,6730447850040932736,280.3580515,-36.98549325,0.240798655,-3.610953395,-1.765782744,0.92161405,15.564673,1.2538719,,NOT_AVAILABLE,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5005.502,3.5359,-0.0399,2764.659,0.4987,0.3939,0.2092
Gaia DR3 6730447850040934144,6730447850040934144,280.3559274,-36.98315969,0.1130641274,-2.750934527,-2.038889981,1.0558075,15.701419,1.1842976,,NOT_AVAILABLE,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5318.864,3.6717,-0.1769,2846.7917,0.6059,0.4872,0.2613
Gaia DR3 6730447850040935552,6730447850040935552,280.3561047,-36.97671378,0.4223722607,-1.965416425,-18.1240466,0.9969545,18.455734,0.8568516,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5547.3833,4.7547,-1.9403,2916.573,0.005,0.0042,0.0023
Gaia DR3 6730447880093898752,6730447880093898752,280.3278166,-36.98165302,0.03377251206,-7.308578841,-2.963670946,1.0379008,16.130547,1.2497044,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5112.4507,4.1534,-0.4124,1794.0813,0.6146,0.4884,0.2625
Gaia DR3 6730447880095351552,6730447880095351552,280.3424499,-36.9884788,0.1405371563,-8.517029944,-2.038971261,1.1155167,17.596933,0.91015244,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5334.681,4.7378,-1.5585,1792.574,0.0077,0.0063,0.0035
Gaia DR3 6730447880095351808,6730447880095351808,280.3404225,-36.98896438,0.4477596702,4.169091905,1.446703261,0.8705805,18.740425,1.3828259,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4313.2744,4.8542,-1.203,1359.0903,0.0103,0.0078,0.0042
Gaia DR3 6730447880095355904,6730447880095355904,280.3360592,-36.98684936,0.2610895457,-8.86185505,-7.489303296,0.9766195,19.350386,0.8637142,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560412541675264,6730560412541675264,280.8598644,-36.72696294,,,,,20.643677,0.8609829,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560412544560000,6.73056E+18,280.8673236,-36.73306064,0.2935332379,-5.776578015,-10.78965207,0.9993559,20.00553,,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560412544561024,6730560412544561024,280.872158,-36.72682161,-0.01101441487,0.241550074,-3.812228364,0.98095226,16.515892,1.1244831,,NOT_AVAILABLE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5972.412,4.3625,-0.6774,1721.9501,0.8843,0.7284,0.3963
Gaia DR3 6730560442596557952,6730560442596557952,280.8501166,-36.73009858,0.4337367397,-5.173879015,-11.10039215,1.1141272,16.371357,0.91429806,,NOT_AVAILABLE,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5580.8677,4.6339,-1.2428,1192.565,0.2029,0.169,0.0921
Gaia DR3 6730560442596878080,6730560442596878080,280.8539647,-36.7259626,0.2035615807,2.342838909,-2.731570608,1.0214844,18.31339,0.92334366,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5387.8267,4.7552,-2.5627,2419.4922,0.0127,0.0105,0.0058
Gaia DR3 6730560442596878208,6730560442596878208,280.8400405,-36.72567158,-0.06801918747,-4.519394175,-8.040746937,0.99652,18.365166,0.8079376,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5648.695,4.7456,-2.1408,2942.8499,0.0079,0.0066,0.0036
Gaia DR3 6730560442596880768,6730560442596880768,280.8430513,-36.71801925,0.5891934611,-0.9259707971,-5.064071856,1.0323668,18.340578,1.200737,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4701.567,4.8659,-1.6618,1461.584,0.0126,0.0099,0.0053
Gaia DR3 6730560442604752000,6730560442604752000,280.8439263,-36.73366479,-0.04525062713,5.085814159,-6.494156617,0.9667584,19.017162,1.4900284,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560442604756224,6730560442604756224,280.8447353,-36.72670199,0.1245091121,0.2577106993,-3.251727678,0.9508674,19.377106,1.1258602,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560446888926848,6730560446888926848,280.8463492,-36.71719916,-0.5852212595,-1.134333535,-4.421839725,0.9879339,19.155935,1.0517902,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560446888928128,6730560446888928128,280.8373493,-36.72545737,0.4705369236,1.244134638,-4.618824447,0.9763468,19.143412,0.86520195,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
Gaia DR3 6730560446890887168,6730560446890887168,280.8429094,-36.73389251,-0.1315660504,0.3953450414,-3.929315912,1.0034077,19.612635,0.9503269,,NOT_AVAILABLE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
